ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
1070	klimaat status	klimaat cijfers	klimaat verdrag	klimaat status	klimaat cijfers	klimaat verdrag	2	2	2	2	2	2.0	14	15	15	14	15	14.666666666666666	klimaat status klimaat cijfers klimaat verdrag	42	1	4	6	5.0	1.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat status	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat cijfers	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verdrag	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1071	Ijskap	Ijsland	Gletsjer	ijskap	ijsland	gletsjer	1	1	1	1	1	1.0	6	7	8	6	8	7.0	ijskap ijsland gletsjer	65	1	7	9	2.0	7.0	6	6	4	6.0	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ijskap	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ijsland	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gletsjer	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1072	Wat is Aardverwarming?	Waar komt Aardverwarming door?	Hoe kan ik helpen?	wat is aardverwarming	waar komt aardverwarming door	hoe kan ik helpen	3	4	4	3	4	3.6666666666666665	21	29	17	17	29	22.333333333333332	wat is aardverwarming waar komt aardverwarming door hoe kan ik helpen	20	1	4	4	4.0	6.0	6	4	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat is aardverwarming	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	waar komt aardverwarming door	0.0	0.0		0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe kan ik helpen	3.0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1073	klimaat	klimaat samenleving	klimaat top	klimaat	klimaat samenleving	klimaat top	1	2	2	1	2	1.6666666666666667	7	19	11	7	19	12.333333333333334	klimaat klimaat samenleving klimaat top	54	1	4	9	3.0	5.0	4	4	3	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat samenleving	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat top	3.0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1074	stand van zaken klimaat	klimaat 2020	hoe gaat het met het klimaat	stand van zaken klimaat	klimaat 2020	hoe gaat het met het klimaat	4	2	6	2	6	4.0	23	12	28	12	28	21.0	stand van zaken klimaat klimaat 2020 hoe gaat het met het klimaat	28	2	6	12	3.0	5.0	5	4	4	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stand van zaken klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat 2020	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe gaat het met het klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
1075	klimaat nu en in de toekomst	klimaatveranderingen	politiek en klimaat	klimaat nu en in de toekomst	klimaatveranderingen	politiek en klimaat	6	1	3	1	6	3.3333333333333335	28	20	19	19	28	22.333333333333332	klimaat nu en in de toekomst klimaatveranderingen politiek en klimaat	66	2	4	4	7.0	3.0	4	4	4	4.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat nu en in de toekomst					1.0		1.0												0.0		0.0			0.0	klimaatveranderingen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek en klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1076	Temperatuur stijging	Lange termijn maatregelen	Stikstof CO2	temperatuur stijging	lange termijn maatregelen	stikstof co2	2	3	2	2	3	2.3333333333333335	20	25	12	12	25	19.0	temperatuur stijging lange termijn maatregelen stikstof co2	66	1	5	4	2.0	6.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur stijging	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	lange termijn maatregelen	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof co2	3.0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
1077	Klimaat	Opwarming	Zuidpool	klimaat	opwarming	zuidpool	1	1	1	1	1	1.0	7	9	8	7	9	8.0	klimaat opwarming zuidpool	39	1	4	9	6.0	9.0	5	5	3	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zuidpool	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1078	klimaat maatregelen	klimaat stappen	klimaat veranderingen	klimaat maatregelen	klimaat stappen	klimaat veranderingen	2	2	2	2	2	2.0	19	15	21	15	21	18.333333333333332	klimaat maatregelen klimaat stappen klimaat veranderingen	46	1	6	12	3.0	3.0	6	6	4	6.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat maatregelen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat stappen					1.0		1.0												0.0		0.0			0.0	klimaat veranderingen	3.0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
1081	Parijs akkoord	Stikstof maatregelen	Team Trees	parijs akkoord	stikstof maatregelen	team trees	2	2	2	2	2	2.0	14	20	10	10	20	14.666666666666666	parijs akkoord stikstof maatregelen team trees	20	1	3	12	5.0	10.0	7	4	5	5.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	parijs akkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof maatregelen	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	team trees	3.0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
1082	Hoe klimaatverandering Nederland beïnvloedt.	Hoe klimaatverandering Nederland beïnvloedt.	Hoe klimaatverandering Nederland beïnvloedt.	hoe klimaatverandering nederland beïnvloedt	hoe klimaatverandering nederland beïnvloedt	hoe klimaatverandering nederland beïnvloedt	4	4	4	4	4	4.0	43	43	43	43	43	43.0	hoe klimaatverandering nederland beïnvloedt hoe klimaatverandering nederland beïnvloedt hoe klimaatverandering nederland beïnvloedt	36	1	7	5	9.0	10.0	1	6	4	3.5	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe klimaatverandering nederland beïnvloedt	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe klimaatverandering nederland beïnvloedt	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe klimaatverandering nederland beïnvloedt	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1083	temperatuur	gevolgschade	meer daagse voorspelling	temperatuur	gevolgschade	meer daagse voorspelling	1	1	3	1	3	1.6666666666666667	11	12	24	11	24	15.666666666666666	temperatuur gevolgschade meer daagse voorspelling	56	1	4	7	5.0	6.0	2	6	3	4.0	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gevolgschade	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	meer daagse voorspelling	3.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1084	Co2uitstoot 2020	Opwarming	Droogte	co2uitstoot 2020	opwarming	droogte	2	1	1	1	2	1.3333333333333333	16	9	7	7	16	10.666666666666666	co2uitstoot 2020 opwarming droogte	57	2	6	4	1.0	9.0	7	7	5	7.0	3	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2uitstoot 2020	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	droogte	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1085	klimaatverandering	wat kan ik doen aan klimaatverandering	afval scheiden	klimaatverandering	wat kan ik doen aan klimaatverandering	afval scheiden	1	6	2	1	6	3.0	18	38	14	14	38	23.333333333333332	klimaatverandering wat kan ik doen aan klimaatverandering afval scheiden	51	2	3	5	7.0	3.0	6	4	4	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat kan ik doen aan klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	afval scheiden	3.0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
1086	Klimaat	Klimaat in nederland	Klimaat in politiek	klimaat	klimaat in nederland	klimaat in politiek	1	3	3	1	3	2.3333333333333335	7	20	19	7	20	15.333333333333334	klimaat klimaat in nederland klimaat in politiek	28	2	6	8	2.0	7.0	6	6	5	6.0	3					1.0		1.0												0.0		0.0			0.0	klimaat					0.0		1.0												0.0		0.0			1.0	klimaat in nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat in politiek	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
1087	Biomassa	Energieneutraal	Windenergie	biomassa	energieneutraal	windenergie	1	1	1	1	1	1.0	8	15	11	8	15	11.333333333333334	biomassa energieneutraal windenergie	65	1	3	3	1.0	6.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	biomassa	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	energieneutraal	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	windenergie	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1088	carbon footprint eenpersoons huishouden	klimaatverdrag	milieuvriendelijke tips tricks	carbon footprint eenpersoons huishouden	klimaatverdrag	milieuvriendelijke tips tricks	4	1	3	1	4	2.6666666666666665	39	14	30	14	39	27.666666666666668	carbon footprint eenpersoons huishouden klimaatverdrag milieuvriendelijke tips tricks	27	2	5	7	6.0	1.0	7	7	4	7.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	carbon footprint eenpersoons huishouden	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverdrag	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieuvriendelijke tips tricks	3.0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
1089	Klimaat nederland	Klimaat politiek	Klimaat verdrag	klimaat nederland	klimaat politiek	klimaat verdrag	2	2	2	2	2	2.0	17	16	15	15	17	16.0	klimaat nederland klimaat politiek klimaat verdrag	42	1	1	8	7.0	6.0	5	5	4	5.0	1					1.0		1.0												0.0		0.0			0.0	klimaat nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verdrag	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1091	Klimaat	Co2	Opwarming	klimaat	co2	opwarming	1	1	1	1	1	1.0	7	3	9	3	9	6.333333333333333	klimaat co2 opwarming	45	1	4	8	4.0	6.0	5	5	4	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1092	bio	atmosfeer	kern energie	bio	atmosfeer	kern energie	1	1	2	1	2	1.3333333333333333	3	9	12	3	12	8.0	bio atmosfeer kern energie	37	1	5	12	8.0	7.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	bio	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	atmosfeer	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	kern energie	3.0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1093	klimaat	politiek	politiek en klimaat	klimaat	politiek	politiek en klimaat	1	1	3	1	3	1.6666666666666667	7	8	19	7	19	11.333333333333334	klimaat politiek politiek en klimaat	29	2	4	8	5.0	2.0	2	3	1	2.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek en klimaat	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1094	climate	climate politics	climate society	climate	climate politics	climate society	1	2	2	1	2	1.6666666666666667	7	16	15	7	16	12.666666666666666	climate climate politics climate society	19	2	6	5	5.0	6.0	6	6	4	6.0	3					1.0		1.0												0.0		1.0			0.0	climate	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate politics	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate society	3.0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1095	Klimaat	Vervuiling	Groen	klimaat	vervuiling	groen	1	1	1	1	1	1.0	7	10	5	5	10	7.333333333333333	klimaat vervuiling groen	64	2	2	3		3.0	7	6	5	6.5	1					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	vervuiling	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groen	3.0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1097	klimaatvervuiling	klimaat verandering	groen wonen	klimaatvervuiling	klimaat verandering	groen wonen	1	2	2	1	2	1.6666666666666667	17	19	11	11	19	15.666666666666666	klimaatvervuiling klimaat verandering groen wonen	29	2	6	8	4.0	5.0	3	5	5	4.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatvervuiling					1.0		1.0												0.0		0.0			0.0	klimaat verandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groen wonen	3.0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1098	klimaatverandering economie	politieke partijen klimaat	klimaat co2	klimaatverandering economie	politieke partijen klimaat	klimaat co2	2	3	2	2	3	2.3333333333333335	27	26	11	11	27	21.333333333333332	klimaatverandering economie politieke partijen klimaat klimaat co2	22	2	6	8	3.0	6.0	7	7	5	7.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering economie	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politieke partijen klimaat	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat co2	3.0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
1100	Klimaatverandering invloeden	Risico klimaatverandering voor Nederland	Wat kan ik zelf doen om klimaatverandering tegen te gaan	klimaatverandering invloeden	risico klimaatverandering voor nederland	wat kan ik zelf doen om klimaatverandering tegen te gaan	2	4	10	2	10	5.333333333333333	28	40	56	28	56	41.333333333333336	klimaatverandering invloeden risico klimaatverandering voor nederland wat kan ik zelf doen om klimaatverandering tegen te gaan	40	1	7	10	7.0	6.0	3	6	3	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering invloeden	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	risico klimaatverandering voor nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat kan ik zelf doen om klimaatverandering tegen te gaan	3.0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1101	Stijging zeespiegel	IJsbergen worden kleiner	Woestijnen worden groter	stijging zeespiegel	ijsbergen worden kleiner	woestijnen worden groter	2	3	3	2	3	2.6666666666666665	19	24	24	19	24	22.333333333333332	stijging zeespiegel ijsbergen worden kleiner woestijnen worden groter	64	1	4	10	0.0	1.0	6	5	4	5.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging zeespiegel	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ijsbergen worden kleiner	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	woestijnen worden groter	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
